Day,Date,Time,GymA,GymB,GymC,temperature,relative_humidity,apparent_temperature,precipitation,rain,showers,snowfall,weather_code,cloud_cover,wind_speed
Monday,11/12/2023,21:39:24,25,10,29,11.800000190734863,74.0,8.556581497192383,0.10000000149011612,0.10000000149011612,0.0,0.0,61.0,100.0,17.49614906311035
Monday,11/12/2023,22:09:53,30,3,15,11.850000381469727,75.0,8.611534118652344,0.20000000298023224,0.20000000298023224,0.0,0.0,61.0,100.0,17.87355613708496
Monday,11/12/2023,22:40:13,20,1,13,11.850000381469727,75.0,8.611534118652344,0.20000000298023224,0.20000000298023224,0.0,0.0,61.0,100.0,17.87355613708496
Monday,11/12/2023,23:10:34,14,0,4,12.100000381469727,73.0,9.00993824005127,0.0,0.0,0.0,0.0,61.0,100.0,16.595178604125977
Monday,11/12/2023,23:40:54,1,0,0,12.100000381469727,73.0,9.00993824005127,0.0,0.0,0.0,0.0,61.0,100.0,16.595178604125977
Tuesday,12/12/2023,00:11:15,0,0,0,12.300000190734863,74.0,9.519013404846191,0.0,0.0,0.0,0.0,61.0,100.0,15.141413688659668
Tuesday,12/12/2023,00:41:43,0,0,0,12.300000190734863,74.0,9.519013404846191,0.0,0.0,0.0,0.0,61.0,100.0,15.141413688659668
Tuesday,12/12/2023,01:12:03,0,0,0,12.350000381469727,74.0,9.529289245605469,0.10000000149011612,0.10000000149011612,0.0,0.0,61.0,100.0,15.496735572814941
Tuesday,12/12/2023,01:42:23,0,0,0,12.350000381469727,74.0,9.529289245605469,0.10000000149011612,0.10000000149011612,0.0,0.0,61.0,100.0,15.496735572814941
Tuesday,12/12/2023,02:12:43,0,0,0,12.300000190734863,74.0,9.395167350769043,0.0,0.0,0.0,0.0,61.0,100.0,15.990646362304688
Tuesday,12/12/2023,02:43:11,0,0,0,12.300000190734863,74.0,9.395167350769043,0.0,0.0,0.0,0.0,61.0,100.0,15.990646362304688
Tuesday,12/12/2023,03:13:31,0,0,0,12.350000381469727,76.0,9.775854110717773,0.0,0.0,0.0,0.0,80.0,96.0,14.489720344543457
Tuesday,12/12/2023,03:43:50,0,0,0,12.350000381469727,76.0,9.775854110717773,0.0,0.0,0.0,0.0,80.0,96.0,14.489720344543457
Tuesday,12/12/2023,04:14:11,0,0,0,12.5,75.0,9.850641250610352,0.0,0.0,0.0,0.0,3.0,100.0,14.917211532592773
Tuesday,12/12/2023,04:44:40,0,0,0,12.5,75.0,9.850641250610352,0.0,0.0,0.0,0.0,3.0,100.0,14.917211532592773
Tuesday,12/12/2023,05:15:00,0,0,0,12.550000190734863,76.0,10.022636413574219,0.0,0.0,0.0,0.0,3.0,100.0,14.512063980102539
Tuesday,12/12/2023,05:45:22,0,0,0,12.550000190734863,76.0,10.022636413574219,0.0,0.0,0.0,0.0,3.0,100.0,14.512063980102539
Tuesday,12/12/2023,06:15:42,0,0,0,12.600000381469727,74.0,10.268731117248535,0.0,0.0,0.0,0.0,3.0,100.0,12.55879020690918
Tuesday,12/12/2023,06:46:11,0,0,0,12.600000381469727,74.0,10.268731117248535,0.0,0.0,0.0,0.0,3.0,100.0,12.55879020690918
Tuesday,12/12/2023,07:16:32,0,0,0,12.600000381469727,74.0,10.268731117248535,0.0,0.0,0.0,0.0,3.0,100.0,12.55879020690918
Tuesday,12/12/2023,07:46:52,0,0,0,12.600000381469727,74.0,10.268731117248535,0.0,0.0,0.0,0.0,3.0,100.0,12.55879020690918
Tuesday,12/12/2023,08:17:11,0,0,9,12.699999809265137,73.0,10.270774841308594,0.0,0.0,0.0,0.0,3.0,98.0,13.049689292907715
Tuesday,12/12/2023,08:47:39,0,0,14,12.699999809265137,73.0,10.270774841308594,0.0,0.0,0.0,0.0,3.0,98.0,13.049689292907715
Tuesday,12/12/2023,09:18:01,3,0,22,12.649999618530273,77.0,10.5047607421875,0.0,0.0,0.0,0.0,3.0,95.0,12.413476943969727
Tuesday,12/12/2023,09:48:22,7,0,17,12.649999618530273,77.0,10.5047607421875,0.0,0.0,0.0,0.0,3.0,95.0,12.413476943969727
Tuesday,12/12/2023,10:18:42,11,2,17,13.050000190734863,76.0,10.806469917297363,0.0,0.0,0.0,0.0,3.0,100.0,13.441070556640625
Tuesday,12/12/2023,10:49:11,15,7,16,13.050000190734863,76.0,10.806469917297363,0.0,0.0,0.0,0.0,3.0,100.0,13.441070556640625
Tuesday,12/12/2023,11:19:35,14,7,19,13.449999809265137,76.0,11.611215591430664,0.0,0.0,0.0,0.0,3.0,100.0,11.384199142456055
Tuesday,12/12/2023,11:49:59,10,10,27,13.449999809265137,76.0,11.611215591430664,0.0,0.0,0.0,0.0,3.0,100.0,11.384199142456055
Tuesday,12/12/2023,12:20:25,7,6,31,13.899999618530273,77.0,12.084774017333984,0.0,0.0,0.0,0.0,3.0,100.0,12.429126739501953
Tuesday,12/12/2023,13:11:32,12,7,24,13.899999618530273,77.0,12.084774017333984,0.0,0.0,0.0,0.0,3.0,100.0,12.429126739501953
Tuesday,12/12/2023,13:29:14,13,5,25,14.300000190734863,76.0,12.560247421264648,0.0,0.0,0.0,0.0,3.0,100.0,12.287554740905762
Tuesday,12/12/2023,13:59:40,17,3,16,14.300000190734863,76.0,12.560247421264648,0.0,0.0,0.0,0.0,3.0,100.0,12.287554740905762
Tuesday,12/12/2023,14:30:04,18,6,18,14.199999809265137,80.0,12.443399429321289,0.0,0.0,0.0,0.0,3.0,95.0,13.755579948425293
Tuesday,12/12/2023,15:00:32,16,7,19,14.199999809265137,80.0,12.443399429321289,0.0,0.0,0.0,0.0,3.0,95.0,13.755579948425293
Tuesday,12/12/2023,15:31:05,16,10,22,14.149999618530273,81.0,12.421234130859375,0.0,0.0,0.0,0.0,3.0,99.0,13.849475860595703
Tuesday,12/12/2023,16:01:29,18,9,20,14.149999618530273,81.0,12.421234130859375,0.0,0.0,0.0,0.0,3.0,99.0,13.849475860595703
Tuesday,12/12/2023,16:31:51,24,8,24,13.850000381469727,84.0,12.435792922973633,0.0,0.0,0.0,0.0,3.0,100.0,12.224106788635254
Tuesday,12/12/2023,17:02:22,31,11,28,13.850000381469727,84.0,12.435792922973633,0.0,0.0,0.0,0.0,3.0,100.0,12.224106788635254
Tuesday,12/12/2023,17:32:45,41,12,39,13.649999618530273,85.0,12.312780380249023,0.0,0.0,0.0,0.0,3.0,94.0,11.65977668762207
Tuesday,12/12/2023,18:03:09,33,11,34,13.649999618530273,85.0,12.312780380249023,0.0,0.0,0.0,0.0,3.0,94.0,11.65977668762207
Tuesday,12/12/2023,18:33:34,26,10,44,13.699999809265137,87.0,12.56976318359375,0.0,0.0,0.0,0.0,3.0,100.0,11.090103149414062
Tuesday,12/12/2023,19:04:10,20,11,41,13.699999809265137,87.0,12.56976318359375,0.0,0.0,0.0,0.0,3.0,100.0,11.090103149414062
Tuesday,12/12/2023,19:34:37,25,12,54,13.800000190734863,87.0,12.738557815551758,0.0,0.0,0.0,0.0,3.0,100.0,10.82995891571045
Tuesday,12/12/2023,20:05:01,25,15,46,13.800000190734863,87.0,12.738557815551758,0.0,0.0,0.0,0.0,3.0,100.0,10.82995891571045
Tuesday,12/12/2023,20:35:26,27,20,38,14.0,86.0,12.772375106811523,0.0,0.0,0.0,0.0,3.0,100.0,12.015588760375977
Tuesday,12/12/2023,21:06:00,25,17,31,14.0,86.0,12.772375106811523,0.0,0.0,0.0,0.0,3.0,100.0,12.015588760375977
Tuesday,12/12/2023,21:36:26,33,11,21,14.149999618530273,85.0,12.688236236572266,0.0,0.0,0.0,0.0,3.0,100.0,13.556282043457031
Tuesday,12/12/2023,22:06:50,24,2,15,14.149999618530273,85.0,12.688236236572266,0.0,0.0,0.0,0.0,3.0,100.0,13.556282043457031
Tuesday,12/12/2023,22:37:11,17,0,7,14.300000190734863,83.0,12.585716247558594,0.0,0.0,0.0,0.0,3.0,100.0,14.830076217651367
Tuesday,12/12/2023,23:07:39,4,0,2,14.300000190734863,83.0,12.585716247558594,0.0,0.0,0.0,0.0,3.0,100.0,14.830076217651367
Tuesday,12/12/2023,23:38:00,0,0,0,14.699999809265137,83.0,12.854028701782227,0.0,0.0,0.0,0.0,3.0,100.0,16.57564353942871
Wednesday,13/12/2023,00:08:20,0,0,0,14.699999809265137,83.0,12.854028701782227,0.0,0.0,0.0,0.0,3.0,100.0,16.57564353942871
Wednesday,13/12/2023,00:38:43,0,0,0,14.850000381469727,83.0,12.790096282958984,0.0,0.0,0.0,0.0,3.0,100.0,18.363529205322266
Wednesday,13/12/2023,01:09:15,0,0,0,14.850000381469727,83.0,12.790096282958984,0.0,0.0,0.0,0.0,3.0,100.0,18.363529205322266
Wednesday,13/12/2023,01:39:36,0,0,0,15.100000381469727,82.0,12.942537307739258,0.0,0.0,0.0,0.0,3.0,93.0,19.164718627929688
Wednesday,13/12/2023,02:09:58,0,0,0,15.100000381469727,82.0,12.942537307739258,0.0,0.0,0.0,0.0,3.0,93.0,19.164718627929688
Wednesday,13/12/2023,02:40:21,0,0,0,15.149999618530273,84.0,13.38906478881836,0.0,0.0,0.0,0.0,3.0,100.0,17.373497009277344
Wednesday,13/12/2023,03:10:49,0,0,0,15.149999618530273,84.0,13.38906478881836,0.0,0.0,0.0,0.0,3.0,100.0,17.373497009277344
Wednesday,13/12/2023,03:41:10,0,0,0,15.199999809265137,86.0,13.881433486938477,0.0,0.0,0.0,0.0,3.0,100.0,15.273505210876465
Wednesday,13/12/2023,04:11:31,0,0,0,15.199999809265137,86.0,13.881433486938477,0.0,0.0,0.0,0.0,3.0,100.0,15.273505210876465
Wednesday,13/12/2023,04:41:54,0,0,0,15.399999618530273,86.0,14.336685180664062,0.0,0.0,0.0,0.0,3.0,100.0,13.979870796203613
Wednesday,13/12/2023,05:12:23,0,0,0,15.399999618530273,86.0,14.336685180664062,0.0,0.0,0.0,0.0,3.0,100.0,13.979870796203613
Wednesday,13/12/2023,05:42:44,0,0,0,15.649999618530273,86.0,14.697525024414062,0.0,0.0,0.0,0.0,3.0,100.0,13.79791259765625
Wednesday,13/12/2023,06:13:05,0,0,0,15.649999618530273,86.0,14.697525024414062,0.0,0.0,0.0,0.0,3.0,100.0,13.79791259765625
Wednesday,13/12/2023,06:43:25,0,0,0,15.649999618530273,85.0,14.58505630493164,0.0,0.0,0.0,0.0,3.0,100.0,14.145755767822266
Wednesday,13/12/2023,07:13:54,0,0,0,15.649999618530273,85.0,14.58505630493164,0.0,0.0,0.0,0.0,3.0,100.0,14.145755767822266
Wednesday,13/12/2023,07:44:15,0,0,0,15.699999809265137,85.0,14.536825180053711,0.0,0.0,0.0,0.0,3.0,100.0,14.934576988220215
Wednesday,13/12/2023,08:14:37,0,0,12,15.699999809265137,85.0,14.536825180053711,0.0,0.0,0.0,0.0,3.0,100.0,14.934576988220215
Wednesday,13/12/2023,08:44:59,0,0,23,16.149999618530273,82.0,14.617351531982422,0.0,0.0,0.0,0.0,3.0,100.0,17.208602905273438
Wednesday,13/12/2023,09:15:29,3,0,29,16.149999618530273,82.0,14.617351531982422,0.0,0.0,0.0,0.0,3.0,100.0,17.208602905273438
Wednesday,13/12/2023,09:45:51,5,0,25,16.799999237060547,80.0,15.274360656738281,0.0,0.0,0.0,0.0,3.0,100.0,17.76081085205078
Wednesday,13/12/2023,10:16:14,11,1,20,16.799999237060547,80.0,15.274360656738281,0.0,0.0,0.0,0.0,3.0,100.0,17.76081085205078
Wednesday,13/12/2023,10:46:36,16,4,22,17.200000762939453,78.0,15.689807891845703,0.0,0.0,0.0,0.0,3.0,100.0,17.654687881469727
Wednesday,13/12/2023,11:17:08,17,5,25,17.200000762939453,78.0,15.689807891845703,0.0,0.0,0.0,0.0,3.0,100.0,17.654687881469727
Wednesday,13/12/2023,11:47:36,12,6,22,17.350000381469727,76.0,15.88691520690918,0.0,0.0,0.0,0.0,3.0,100.0,16.73516082763672
Wednesday,13/12/2023,12:18:01,9,9,19,17.350000381469727,76.0,15.88691520690918,0.0,0.0,0.0,0.0,3.0,100.0,16.73516082763672
Wednesday,13/12/2023,12:48:26,11,9,13,17.350000381469727,76.0,16.098834991455078,0.0,0.0,0.0,0.0,3.0,100.0,15.281989097595215
Wednesday,13/12/2023,13:18:59,15,11,16,17.350000381469727,76.0,16.098834991455078,0.0,0.0,0.0,0.0,3.0,100.0,15.281989097595215
Wednesday,13/12/2023,13:49:22,12,5,13,17.25,78.0,16.013517379760742,0.0,0.0,0.0,0.0,3.0,100.0,15.89309310913086
Wednesday,13/12/2023,14:19:47,12,5,13,17.25,78.0,16.013517379760742,0.0,0.0,0.0,0.0,3.0,100.0,15.89309310913086
Wednesday,13/12/2023,14:50:09,15,2,18,16.649999618530273,79.0,14.807458877563477,0.0,0.0,0.0,0.0,3.0,100.0,19.13764762878418
Wednesday,13/12/2023,15:20:38,17,2,24,16.649999618530273,79.0,14.807458877563477,0.0,0.0,0.0,0.0,3.0,100.0,19.13764762878418
Wednesday,13/12/2023,15:51:07,21,4,28,16.450000762939453,79.0,14.36569595336914,0.0,0.0,0.0,0.0,3.0,100.0,20.34557342529297
Wednesday,13/12/2023,16:21:32,20,5,25,16.450000762939453,79.0,14.36569595336914,0.0,0.0,0.0,0.0,3.0,100.0,20.34557342529297
Wednesday,13/12/2023,16:52:02,21,8,36,16.299999237060547,80.0,14.088897705078125,0.0,0.0,0.0,0.0,3.0,100.0,21.322214126586914
Wednesday,13/12/2023,17:22:34,20,9,35,16.299999237060547,80.0,14.088897705078125,0.0,0.0,0.0,0.0,3.0,100.0,21.322214126586914
Wednesday,13/12/2023,17:53:00,18,13,38,16.399999618530273,80.0,14.034168243408203,0.0,0.0,0.0,0.0,3.0,100.0,22.608457565307617
Wednesday,13/12/2023,21:42:53,19,10,27,16.25,85.0,16.07172203063965,0.0,0.0,0.0,0.0,3.0,100.0,9.470120429992676
Wednesday,13/12/2023,22:13:16,16,2,15,16.25,85.0,16.07172203063965,0.0,0.0,0.0,0.0,3.0,100.0,9.470120429992676
Wednesday,13/12/2023,22:43:37,7,2,7,16.100000381469727,87.0,17.081031799316406,0.10000000149011612,0.0,0.0,0.0,3.0,100.0,2.0364675521850586
Wednesday,13/12/2023,23:13:59,2,0,1,16.100000381469727,87.0,17.081031799316406,0.10000000149011612,0.0,0.0,0.0,3.0,100.0,2.0364675521850586
Wednesday,13/12/2023,23:44:26,0,0,0,15.800000190734863,89.0,16.27780532836914,0.10000000149011612,0.0,0.0,0.0,61.0,100.0,5.623379707336426
Thursday,14/12/2023,00:14:47,0,0,0,15.800000190734863,89.0,16.27780532836914,0.10000000149011612,0.0,0.0,0.0,61.0,100.0,5.623379707336426
Thursday,14/12/2023,00:45:08,0,0,0,14.850000381469727,75.0,12.578765869140625,0.0,0.0,0.10000000149011612,0.0,61.0,100.0,16.595178604125977
Thursday,14/12/2023,01:15:35,0,0,0,14.850000381469727,75.0,12.578765869140625,0.0,0.0,0.10000000149011612,0.0,61.0,100.0,16.595178604125977
Thursday,14/12/2023,01:45:56,0,0,0,13.949999809265137,67.0,11.780248641967773,0.0,0.0,0.0,0.0,61.0,100.0,11.159998893737793
Thursday,14/12/2023,02:16:16,0,0,0,13.949999809265137,67.0,11.780248641967773,0.0,0.0,0.0,0.0,61.0,100.0,11.159998893737793
Thursday,14/12/2023,02:46:38,0,0,0,14.050000190734863,67.0,11.887504577636719,0.0,0.0,0.0,0.0,3.0,100.0,11.275529861450195
Thursday,14/12/2023,03:17:06,0,0,0,14.050000190734863,67.0,11.887504577636719,0.0,0.0,0.0,0.0,3.0,100.0,11.275529861450195
Thursday,14/12/2023,03:47:27,0,0,0,13.899999618530273,70.0,12.594356536865234,0.0,0.0,0.0,0.0,61.0,100.0,6.287129878997803
Thursday,14/12/2023,04:17:49,0,0,0,13.899999618530273,70.0,12.594356536865234,0.0,0.0,0.0,0.0,61.0,100.0,6.287129878997803
Thursday,14/12/2023,04:48:09,0,0,0,13.5,75.0,12.974809646606445,0.0,0.0,0.0,0.0,61.0,100.0,2.099142551422119
Thursday,14/12/2023,05:18:37,0,0,0,13.5,75.0,12.974809646606445,0.0,0.0,0.0,0.0,61.0,100.0,2.099142551422119
Thursday,14/12/2023,05:48:56,0,0,0,13.399999618530273,79.0,13.049028396606445,0.0,0.0,0.0,0.0,61.0,100.0,2.1897945404052734
Thursday,14/12/2023,06:19:16,0,0,0,13.399999618530273,79.0,13.049028396606445,0.0,0.0,0.0,0.0,61.0,100.0,2.1897945404052734
Thursday,14/12/2023,06:49:36,0,0,0,13.399999618530273,80.0,13.011734008789062,0.0,0.0,0.0,0.0,3.0,100.0,2.811689853668213
Thursday,14/12/2023,07:20:05,0,0,0,13.399999618530273,80.0,13.011734008789062,0.0,0.0,0.0,0.0,3.0,100.0,2.811689853668213
Thursday,14/12/2023,07:50:27,0,0,0,13.199999809265137,84.0,12.790319442749023,0.0,0.0,0.0,0.0,3.0,100.0,4.0249223709106445
Thursday,14/12/2023,08:20:48,0,0,7,13.199999809265137,84.0,12.790319442749023,0.0,0.0,0.0,0.0,3.0,100.0,4.0249223709106445
Thursday,14/12/2023,08:51:10,0,0,9,12.75,86.0,12.158924102783203,0.0,0.0,0.0,0.0,3.0,100.0,5.091168403625488
Thursday,14/12/2023,09:21:40,7,0,18,12.75,86.0,12.158924102783203,0.0,0.0,0.0,0.0,3.0,100.0,5.091168403625488
Thursday,14/12/2023,09:52:06,8,0,17,13.149999618530273,83.0,12.732719421386719,0.0,0.0,0.0,0.0,3.0,100.0,3.617955207824707
Thursday,14/12/2023,10:22:29,11,2,23,13.149999618530273,83.0,12.732719421386719,0.0,0.0,0.0,0.0,3.0,100.0,3.617955207824707
Thursday,14/12/2023,10:52:51,8,6,21,13.550000190734863,80.0,13.281631469726562,0.0,0.0,0.0,0.0,3.0,100.0,2.2768397331237793
Thursday,14/12/2023,11:23:21,10,9,19,13.550000190734863,80.0,13.281631469726562,0.0,0.0,0.0,0.0,3.0,100.0,2.2768397331237793
Thursday,14/12/2023,11:53:43,8,10,19,13.75,78.0,13.493143081665039,0.0,0.0,0.0,0.0,3.0,100.0,1.8356469869613647
Thursday,14/12/2023,12:24:05,12,11,22,13.75,78.0,13.493143081665039,0.0,0.0,0.0,0.0,3.0,100.0,1.8356469869613647
Thursday,14/12/2023,12:54:26,14,11,23,13.550000190734863,80.0,13.330949783325195,0.0,0.0,0.0,0.0,3.0,100.0,1.9386591911315918
Thursday,14/12/2023,13:24:56,12,9,18,13.550000190734863,80.0,13.330949783325195,0.0,0.0,0.0,0.0,3.0,100.0,1.9386591911315918
Thursday,14/12/2023,13:55:22,9,6,13,13.350000381469727,80.0,12.809768676757812,0.0,0.0,0.0,0.0,3.0,100.0,3.7585103511810303
Thursday,14/12/2023,14:25:44,10,5,9,13.350000381469727,80.0,12.809768676757812,0.0,0.0,0.0,0.0,3.0,100.0,3.7585103511810303
Thursday,14/12/2023,14:56:06,14,7,16,13.399999618530273,79.0,13.049028396606445,0.0,0.0,0.0,0.0,3.0,100.0,2.1897945404052734
Thursday,14/12/2023,15:26:35,20,8,16,13.399999618530273,79.0,13.049028396606445,0.0,0.0,0.0,0.0,3.0,100.0,2.1897945404052734
Thursday,14/12/2023,15:56:57,19,12,16,13.550000190734863,74.0,13.067405700683594,0.0,0.0,0.0,0.0,3.0,100.0,1.527350664138794
Thursday,14/12/2023,16:27:20,20,9,13,13.550000190734863,74.0,13.067405700683594,0.0,0.0,0.0,0.0,3.0,100.0,1.527350664138794
Thursday,14/12/2023,16:57:44,18,10,18,13.300000190734863,75.0,12.657556533813477,0.0,0.0,0.0,0.0,3.0,100.0,2.545584201812744
Thursday,14/12/2023,17:28:15,18,6,23,13.300000190734863,75.0,12.657556533813477,0.0,0.0,0.0,0.0,3.0,100.0,2.545584201812744
Thursday,14/12/2023,17:58:38,20,9,25,13.050000190734863,78.0,12.291130065917969,0.0,0.0,0.0,0.0,3.0,100.0,3.976329803466797
Thursday,14/12/2023,18:29:04,20,9,36,13.050000190734863,78.0,12.291130065917969,0.0,0.0,0.0,0.0,3.0,100.0,3.976329803466797
Thursday,14/12/2023,18:59:34,21,10,38,12.949999809265137,77.0,11.940969467163086,0.0,0.0,0.0,0.0,3.0,100.0,5.154415607452393
Thursday,14/12/2023,19:30:08,18,15,44,12.949999809265137,77.0,11.940969467163086,0.0,0.0,0.0,0.0,3.0,100.0,5.154415607452393
Thursday,14/12/2023,20:00:31,21,15,33,13.300000190734863,60.0,11.236910820007324,0.0,0.0,0.0,0.0,3.0,100.0,6.830519199371338
Thursday,14/12/2023,20:30:55,19,14,29,13.300000190734863,60.0,11.236910820007324,0.0,0.0,0.0,0.0,3.0,100.0,6.830519199371338
Thursday,14/12/2023,21:01:17,23,10,24,12.949999809265137,56.0,9.767000198364258,0.0,0.0,0.0,0.0,3.0,100.0,12.594856262207031
Thursday,14/12/2023,21:31:46,21,8,23,12.949999809265137,56.0,9.767000198364258,0.0,0.0,0.0,0.0,3.0,100.0,12.594856262207031
Thursday,14/12/2023,22:02:09,24,5,20,12.899999618530273,53.0,8.690705299377441,0.0,0.0,0.0,0.0,3.0,100.0,18.504138946533203
Thursday,14/12/2023,22:32:29,16,1,11,12.899999618530273,53.0,8.690705299377441,0.0,0.0,0.0,0.0,3.0,100.0,18.504138946533203
Thursday,14/12/2023,23:02:49,8,0,6,12.699999809265137,51.0,7.81144905090332,0.0,0.0,0.0,0.0,3.0,100.0,22.21815299987793
